Date,Exercise,Weight (kg),Reps,Sets
2024-11-13,Lat Pulldown,39,8.0,1.0
2024-11-13,Machine Rows,27,8.0,1.0
2024-11-13,Machine Rows,32,8.0,1.0
2024-11-13,Machine Rows,32,8.0,1.0
2024-11-13,Machine Rows,32,8.0,1.0
2024-11-13,Cable Rows,32,8.0,1.0
2024-11-13,Cable Rows,39,8.0,1.0
2024-11-13,Cable Rows,32,8.0,1.0
2024-11-13,Bicep Curls,10,8.0,1.0
2024-11-13,Bicep Curls,12,8.0,1.0
2024-11-13,Bicep Curls,12,8.0,1.0
2024-11-13,Bicep Curls,10,8.0,1.0
2024-11-14,Shoulder Press,14,8.0,1.0
2024-11-14,Shoulder Press,14,8.0,1.0
2024-11-14,Shoulder Press,14,8.0,1.0
2024-11-14,Shoulder Press,14,8.0,1.0
2024-11-14,Lateral Raises,6,15.0,1.0
2024-11-14,Lateral Raises,6,15.0,1.0
2024-11-14,Lateral Raises,6,15.0,1.0
2024-11-14,Lateral Raises,6,15.0,1.0
2024-11-16,Squats,40,10.0,1.0
2024-11-16,Squats,60,8.0,1.0
2024-11-16,Squats,70,8.0,1.0
2024-11-16,Squats,70,8.0,1.0
2024-11-16,Squats,80,5.0,1.0
2024-11-16,Leg Press,66,8.0,1.0
2024-11-16,Leg Press,73,8.0,1.0
2024-11-16,Leg Press,73,8.0,1.0
2024-11-16,Leg Press,79,8.0,1.0
2024-11-16,Single Leg Press,18,,
2024-11-16,Prone Leg Curl,18,8.0,1.0
2024-11-16,Prone Leg Curl,23,8.0,1.0
2024-11-16,Prone Leg Curl,23,8.0,1.0
2024-11-16,Leg Extensions,25,8.0,1.0
2024-11-16,Leg Extensions,39,8.0,1.0
2024-11-16,Leg Extensions,39,8.0,1.0
2024-11-16,Leg Extensions,39,8.0,1.0
2024-11-17,Bench Press,40,10.0,1.0
2024-11-17,Bench Press,50,8.0,1.0
2024-11-17,Bench Press,55,8.0,1.0
2024-11-17,Bench Press,60,3.0,1.0
2024-11-17,Bench Press,60,1.0,1.0
2024-11-17,Incline Bench Press,18,8.0,1.0
2024-11-17,Incline Bench Press,20,8.0,1.0
2024-11-17,Incline Bench Press,20,8.0,1.0
2024-11-17,Pectoral Fly'S,59,8.0,1.0
2024-11-17,Pectoral Fly'S,66,8.0,1.0
2024-11-17,Pectoral Fly'S,66,8.0,1.0
2024-11-17,Pectoral Fly'S,59,8.0,1.0
2024-11-20,Deadlifts,40,8.0,1.0
2024-11-20,Deadlifts,60,8.0,1.0
2024-11-20,Deadlifts,70,8.0,1.0
2024-11-20,Deadlifts,80,8.0,1.0
2024-11-20,Lat Pulldown,39,8.0,1.0
2024-11-20,Lat Pulldown,45,8.0,1.0
2024-11-20,Lat Pulldown,45,8.0,1.0
2024-11-20,Lat Pulldown,45,5.0,1.0
2024-11-20,Lat Pulldown,39,8.0,1.0
2024-11-20,Machine Rows,27,8.0,1.0
2024-11-20,Machine Rows,32,8.0,1.0
2024-11-20,Machine Rows,32,8.0,1.0
2024-11-20,Cable Rows,32,8.0,1.0
2024-11-20,Cable Rows,39,8.0,1.0
2024-11-20,Cable Rows,32,8.0,1.0
2024-11-20,Bicep Curls,10,8.0,1.0
2024-11-20,Bicep Curls,12,8.0,1.0
2024-11-20,Bicep Curls,12,8.0,1.0
2024-11-20,Bicep Curls,10,8.0,1.0
2024-11-21,Shoulder Press,14,8.0,1.0
2024-11-21,Shoulder Press,14,8.0,1.0
2024-11-21,Shoulder Press,14,8.0,1.0
2024-11-21,Shoulder Press,14,8.0,1.0
2024-11-21,Rear Delt Fly,25,8.0,1.0
2024-11-21,Rear Delt Fly,25,15.0,1.0
2024-11-21,Rear Delt Fly,25,15.0,1.0
2024-11-21,Lateral Raises,6,15.0,1.0
2024-11-21,Lateral Raises,6,15.0,1.0
2024-11-21,Lateral Raises,6,15.0,1.0
2024-11-21,Lateral Raises,6,15.0,1.0
2024-11-23,Squats,40,10.0,1.0
2024-11-23,Squats,60,8.0,1.0
2024-11-23,Squats,70,8.0,1.0
2024-11-23,Squats,70,8.0,1.0
2024-11-23,Squats,80,6.0,1.0
2024-11-23,Leg Press,66,8.0,1.0
2024-11-23,Leg Press,73,8.0,1.0
2024-11-23,Leg Press,73,8.0,1.0
2024-11-23,Leg Press,79,8.0,1.0
2024-11-23,Leg Extensions,25,8.0,1.0
2024-11-23,Leg Extensions,39,8.0,1.0
2024-11-23,Leg Extensions,39,8.0,1.0
2024-11-23,Leg Extensions,39,8.0,1.0
2024-11-23,Standing Calf Raises,50,15.0,1.0
2024-11-23,Standing Calf Raises,50,15.0,1.0
2024-11-23,Standing Calf Raises,50,15.0,1.0
2024-11-24,Bench Press,40,10.0,1.0
2024-11-24,Bench Press,50,8.0,1.0
2024-11-24,Bench Press,55,8.0,1.0
2024-11-24,Bench Press,60,3.0,1.0
2024-11-24,Bench Press,60,1.0,1.0
2024-11-24,Incline Bench Press,18,8.0,1.0
2024-11-24,Incline Bench Press,20,8.0,1.0
2024-11-24,Incline Bench Press,20,8.0,1.0
2024-11-24,Pectoral Fly'S,59,8.0,1.0
2024-11-24,Pectoral Fly'S,66,8.0,1.0
2024-11-24,Pectoral Fly'S,66,8.0,1.0
2024-11-24,Pectoral Fly'S,59,6.0,1.0
2024-11-27,Deadlifts,40,8.0,1.0
2024-11-27,Deadlifts,60,8.0,1.0
2024-11-27,Deadlifts,70,8.0,1.0
2024-11-27,Lat Pulldown,39,8.0,1.0
2024-11-27,Lat Pulldown,45,8.0,1.0
2024-11-27,Lat Pulldown,45,8.0,1.0
2024-11-27,Lat Pulldown,45,5.0,1.0
2024-11-27,Lat Pulldown,39,8.0,1.0
2024-11-27,Machine Rows,27,8.0,1.0
2024-11-27,Machine Rows,32,8.0,1.0
2024-11-27,Machine Rows,32,8.0,1.0
2024-11-27,Cable Rows,32,8.0,1.0
2024-11-27,Cable Rows,39,8.0,1.0
2024-11-27,Cable Rows,32,8.0,1.0
2024-12-02,Leg Press,66,8.0,1.0
2024-12-02,Leg Press,73,8.0,1.0
2024-12-02,Leg Press,73,8.0,1.0
2024-12-02,Leg Press,79,8.0,1.0
2024-12-02,Leg Extensions,25,8.0,1.0
2024-12-02,Leg Extensions,39,8.0,1.0
2024-12-02,Leg Extensions,39,8.0,1.0
2024-12-02,Leg Extensions,39,8.0,1.0
2024-12-02,Leg Extensions,45,8.0,1.0
2024-12-02,Leg Extensions,52,8.0,1.0
2024-12-04,Vertical Bench Press,30,8.0,1.0
2024-12-04,Vertical Bench Press,40,8.0,1.0
2024-12-04,Vertical Bench Press,40,8.0,1.0
2024-12-04,Pectoral Fly'S,59,8.0,1.0
2024-12-04,Pectoral Fly'S,66,8.0,1.0
2024-12-04,Pectoral Fly'S,66,8.0,1.0
2024-12-04,Pectoral Fly'S,59,6.0,1.0
2024-12-05,Lat Pulldown,39,8.0,1.0
2024-12-05,Lat Pulldown,45,8.0,1.0
2024-12-05,Lat Pulldown,45,8.0,1.0
2024-12-05,Lat Pulldown,45,8.0,1.0
2024-12-05,Lat Pulldown,39,8.0,1.0
2024-12-05,Machine Rows,27,8.0,1.0
2024-12-05,Machine Rows,32,8.0,1.0
2024-12-05,Machine Rows,32,8.0,1.0
2024-12-05,Arm Curls,18,8.0,1.0
2024-12-05,Arm Curls,23,8.0,1.0
2024-12-05,Arm Curls,23,8.0,1.0
2024-12-11,Shoulder Press,12,8.0,1.0
2024-12-11,Shoulder Press,14,8.0,1.0
2024-12-11,Shoulder Press,14,8.0,1.0
2024-12-11,Shoulder Press,14,8.0,1.0
2024-12-11,Shoulder Press,14,8.0,1.0
2024-12-11,Rear Delt Fly,25,8.0,1.0
2024-12-11,Rear Delt Fly,33,8.0,1.0
2024-12-11,Rear Delt Fly,33,8.0,1.0
2024-12-11,Rear Delt Fly,25,15.0,1.0
2024-12-11,Rear Delt Fly,25,15.0,1.0
2024-12-11,Lateral Raises,6,15.0,1.0
2024-12-11,Lateral Raises,6,15.0,1.0
2024-12-11,Lateral Raises,6,15.0,1.0
2024-12-11,Lateral Raises,6,15.0,1.0
2024-12-18,Bench Press,50,4.0,1.0
2024-12-18,Bench Press,55,8.0,1.0
2024-12-18,Bench Press,60,6.0,1.0
2024-12-18,Bench Press,55,9.0,1.0
2024-12-18,Pectoral Fly'S,45,4.0,1.0
2024-12-18,Pectoral Fly'S,35,8.0,1.0
2024-12-18,Pectoral Fly'S,35,8.0,1.0
2025-01-10,Bench Press,40,10.0,1.0
2025-01-10,Bench Press,50,8.0,1.0
2025-01-10,Bench Press,50,8.0,1.0
2025-01-10,Bench Press,50,8.0,1.0
2025-01-10,Incline Bench Press,18,8.0,1.0
2025-01-10,Incline Bench Press,18,8.0,1.0
2025-01-10,Incline Bench Press,18,8.0,1.0
2025-01-10,Tricep Pull Downs,5,12.0,1.0
2025-01-10,Tricep Pull Downs,5,12.0,1.0
2025-01-10,Tricep Pull Downs,5,12.0,1.0
2025-01-11,Deadlifts,40,8.0,1.0
2025-01-11,Deadlifts,60,8.0,1.0
2025-01-11,Deadlifts,70,8.0,1.0
2025-01-11,Deadlifts,70,8.0,1.0
2025-01-11,Lat Pulldown,39,8.0,1.0
2025-01-11,Lat Pulldown,45,8.0,1.0
2025-01-11,Lat Pulldown,45,8.0,1.0
2025-01-11,Lat Pulldown,45,8.0,1.0
2025-01-11,Lat Pulldown,39,8.0,1.0
2025-01-11,Machine Rows,27,8.0,1.0
2025-01-11,Machine Rows,32,8.0,1.0
2025-01-11,Machine Rows,32,8.0,1.0
2025-01-11,Arm Curls,18,8.0,1.0
2025-01-11,Arm Curls,23,8.0,1.0
2025-01-11,Arm Curls,23,8.0,1.0
2025-01-14,Shoulder Press,12,8.0,1.0
2025-01-14,Shoulder Press,14,8.0,1.0
2025-01-14,Shoulder Press,14,8.0,1.0
2025-01-14,Shoulder Press,14,8.0,1.0
2025-01-14,Rear Delt Fly,25,8.0,1.0
2025-01-14,Rear Delt Fly,33,8.0,1.0
2025-01-14,Rear Delt Fly,25,20.0,1.0
2025-01-14,Rear Delt Fly,25,20.0,1.0
2025-01-14,Lateral Raises,6,15.0,1.0
2025-01-14,Lateral Raises,6,15.0,1.0
2025-01-14,Lateral Raises,6,15.0,1.0
2025-01-14,Lateral Raises,6,15.0,1.0
2025-01-15,Squats,40,10.0,1.0
2025-01-15,Squats,60,8.0,1.0
2025-01-15,Squats,70,8.0,1.0
2025-01-15,Squats,70,8.0,1.0
2025-01-15,Single Leg Press,18,8.0,1.0
2025-01-15,Single Leg Press,23,8.0,1.0
2025-01-15,Standing Calf Raises,50,15.0,1.0
2025-01-15,Standing Calf Raises,50,15.0,1.0
2025-01-15,Standing Calf Raises,50,15.0,1.0
2025-01-17,Bench Press,40,10.0,1.0
2025-01-17,Bench Press,50,8.0,1.0
2025-01-17,Bench Press,55,8.0,1.0
2025-01-17,Bench Press,55,8.0,1.0
2025-01-17,Incline Bench Press,18,8.0,1.0
2025-01-17,Incline Bench Press,18,8.0,1.0
2025-01-17,Incline Bench Press,20,8.0,1.0
2025-01-17,Tricep Pull Downs,5,12.0,1.0
2025-01-17,Tricep Pull Downs,7,12.0,1.0
2025-01-17,Tricep Pull Downs,5,2.0,1.0
2025-01-17,Pectoral Fly'S,59,8.0,1.0
2025-01-17,Pectoral Fly'S,59,8.0,1.0
2025-01-17,Pectoral Fly'S,52,8.0,1.0
2025-01-18,Deadlifts,40,8.0,1.0
2025-01-18,Deadlifts,60,8.0,1.0
2025-01-18,Deadlifts,70,8.0,1.0
2025-01-18,Deadlifts,70,8.0,1.0
2025-01-18,Deadlifts,80,8.0,1.0
2025-01-18,Barbell Rows,30,8.0,1.0
2025-01-18,Barbell Rows,35,8.0,1.0
2025-01-18,Barbell Rows,35,8.0,1.0
2025-01-18,Lat Pulldown,39,8.0,1.0
2025-01-18,Lat Pulldown,45,8.0,1.0
2025-01-18,Lat Pulldown,45,8.0,1.0
2025-01-18,Lat Pulldown,45,8.0,1.0
2025-01-18,Lat Pulldown,39,8.0,1.0
2025-01-18,Concentrated Bicep Curls,20,8.0,1.0
2025-01-18,Concentrated Bicep Curls,20,7.0,1.0
2025-01-18,Concentrated Bicep Curls,20,6.0,1.0
2025-01-22,Shoulder Press,10,8.0,1.0
2025-01-22,Shoulder Press,14,8.0,1.0
2025-01-22,Shoulder Press,14,8.0,1.0
2025-01-22,Shoulder Press,14,8.0,1.0
2025-01-22,Shoulder Press,14,8.0,1.0
2025-01-22,Rear Delt Fly,25,8.0,1.0
2025-01-22,Rear Delt Fly,33,8.0,1.0
2025-01-22,Rear Delt Fly,25,20.0,1.0
2025-01-22,Rear Delt Fly,25,20.0,1.0
2025-01-22,Lateral Raises,6,15.0,1.0
2025-01-22,Lateral Raises,6,15.0,1.0
2025-01-22,Lateral Raises,6,15.0,1.0
2025-01-22,Lateral Raises,6,15.0,1.0
2025-01-23,Leg Press,66,8.0,1.0
2025-01-23,Leg Press,73,8.0,1.0
2025-01-23,Leg Press,73,8.0,1.0
2025-01-23,Leg Press,79,8.0,1.0
2025-01-23,Prone Leg Curl,18,8.0,1.0
2025-01-23,Prone Leg Curl,27,8.0,1.0
2025-01-23,Prone Leg Curl,27,8.0,1.0
2025-01-23,Leg Extensions,25,8.0,1.0
2025-01-23,Leg Extensions,32,10.0,1.0
2025-01-23,Leg Extensions,39,8.0,1.0
2025-01-23,Leg Extensions,39,8.0,1.0
2025-01-23,Standing Calf Raises,60,15.0,1.0
2025-01-23,Standing Calf Raises,60,15.0,1.0
2025-01-23,Standing Calf Raises,60,15.0,1.0
2025-01-23,Single Leg Press,25,8.0,1.0
2025-01-23,Single Leg Press,25,8.0,1.0
2025-01-25,Bench Press,40,10.0,1.0
2025-01-25,Bench Press,50,8.0,1.0
2025-01-25,Bench Press,55,8.0,1.0
2025-01-25,Bench Press,55,8.0,1.0
2025-01-25,Incline Bench Press,18,8.0,1.0
2025-01-25,Incline Bench Press,20,8.0,1.0
2025-01-25,Incline Bench Press,20,8.0,1.0
2025-01-25,Pectoral Fly'S,52,8.0,1.0
2025-01-25,Pectoral Fly'S,59,8.0,1.0
2025-01-25,Pectoral Fly'S,59,8.0,1.0
2025-01-25,Pectoral Fly'S,52,8.0,1.0
2025-01-25,Tricep Pull Downs,5,12.0,1.0
2025-01-25,Tricep Pull Downs,7,12.0,1.0
2025-01-25,Tricep Pull Downs,5,2.0,1.0
2025-01-25,Cable Lateral Raises,4,10.0,1.0
2025-01-25,Cable Lateral Raises,4,10.0,1.0
2025-01-26,Deadlifts,40,8.0,1.0
2025-01-26,Deadlifts,60,8.0,1.0
2025-01-26,Deadlifts,70,8.0,1.0
2025-01-26,Deadlifts,80,8.0,1.0
2025-01-26,Deadlifts,80,8.0,1.0
2025-01-26,Seated Row,15,8.0,1.0
2025-01-26,Seated Row,20,8.0,1.0
2025-01-26,Lat Pulldown,39,8.0,1.0
2025-01-26,Lat Pulldown,45,8.0,1.0
2025-01-26,Lat Pulldown,45,8.0,1.0
2025-01-26,Lat Pulldown,45,8.0,1.0
2025-01-26,Lat Pulldown,39,8.0,1.0
2025-01-26,Concentrated Bicep Curls,20,8.0,1.0
2025-01-26,Concentrated Bicep Curls,20,8.0,1.0
2025-01-26,Concentrated Bicep Curls,20,8.0,1.0
2025-01-30,Shoulder Press,10,8.0,1.0
2025-01-30,Shoulder Press,14,8.0,1.0
2025-01-30,Shoulder Press,14,8.0,1.0
2025-01-30,Shoulder Press,14,8.0,1.0
2025-01-30,Shoulder Press,14,8.0,1.0
2025-01-30,Rear Delt Fly,25,8.0,1.0
2025-01-30,Rear Delt Fly,33,8.0,1.0
2025-01-30,Rear Delt Fly,25,20.0,1.0
2025-01-30,Rear Delt Fly,25,20.0,1.0
2025-01-30,Lateral Raises,6,15.0,1.0
2025-01-30,Lateral Raises,6,15.0,1.0
2025-01-30,Lateral Raises,6,15.0,1.0
2025-01-30,Lateral Raises,6,15.0,1.0
2025-01-30,Face Pulls,10,10.0,1.0
2025-01-30,Face Pulls,7,15.0,1.0
2025-01-30,Face Pulls,17,15.0,1.0
2025-01-30,Face Pulls,7,15.0,1.0
2025-02-01,Bench Press,40,10.0,1.0
2025-02-01,Bench Press,50,8.0,1.0
2025-02-01,Bench Press,55,8.0,1.0
2025-02-01,Bench Press,55,8.0,1.0
2025-02-01,Incline Bench Press,18,8.0,1.0
2025-02-01,Incline Bench Press,20,8.0,1.0
2025-02-01,Incline Bench Press,22,8.0,1.0
2025-02-01,Pectoral Fly'S,52,8.0,1.0
2025-02-01,Pectoral Fly'S,59,8.0,1.0
2025-02-01,Pectoral Fly'S,59,8.0,1.0
2025-02-01,Pectoral Fly'S,52,8.0,1.0
2025-02-01,Tricep Pull Downs,5,12.0,1.0
2025-02-01,Tricep Pull Downs,7,12.0,1.0
2025-02-01,Tricep Pull Downs,7,12.0,1.0
2025-02-01,Cable Lateral Raises,4,10.0,1.0
2025-02-02,Deadlifts,40,8.0,1.0
2025-02-02,Deadlifts,60,8.0,1.0
2025-02-02,Deadlifts,70,8.0,1.0
2025-02-02,Deadlifts,80,8.0,1.0
2025-02-02,Deadlifts,80,8.0,1.0
2025-02-02,Seated Row,10,13.0,1.0
2025-02-02,Lat Pulldown,39,8.0,1.0
2025-02-02,Lat Pulldown,45,8.0,1.0
2025-02-02,Lat Pulldown,45,8.0,1.0
2025-02-02,Lat Pulldown,45,8.0,1.0
2025-02-02,Lat Pulldown,39,8.0,1.0
2025-02-02,Concentrated Bicep Curls,20,8.0,1.0
2025-02-02,Concentrated Bicep Curls,20,8.0,1.0
2025-02-02,Concentrated Bicep Curls,20,8.0,1.0
2025-02-08,Shoulder Press,10,8.0,1.0
2025-02-08,Shoulder Press,14,8.0,1.0
2025-02-08,Shoulder Press,16,8.0,1.0
2025-02-08,Shoulder Press,16,8.0,1.0
2025-02-08,Shoulder Press,16,8.0,1.0
2025-02-08,Rear Delt Fly,25,8.0,1.0
2025-02-08,Rear Delt Fly,33,8.0,1.0
2025-02-08,Rear Delt Fly,25,20.0,1.0
2025-02-08,Rear Delt Fly,25,20.0,1.0
2025-02-08,Lateral Raises,6,15.0,1.0
2025-02-08,Lateral Raises,6,15.0,1.0
2025-02-08,Lateral Raises,6,15.0,1.0
2025-02-08,Lateral Raises,6,15.0,1.0
2025-02-08,Face Pulls,10,10.0,1.0
2025-02-08,Face Pulls,7,15.0,1.0
2025-02-08,Face Pulls,17,15.0,1.0
2025-02-08,Face Pulls,7,15.0,1.0
2025-02-09,Squats,40,10.0,1.0
2025-02-09,Squats,60,8.0,1.0
2025-02-09,Squats,70,8.0,1.0
2025-02-09,Squats,70,8.0,1.0
2025-02-09,Romanian Deadlifts,40,8.0,1.0
2025-02-09,Romanian Deadlifts,50,8.0,1.0
2025-02-09,Romanian Deadlifts,50,8.0,1.0
2025-02-09,Barbell Lunges,20,5.0,1.0
2025-02-09,Barbell Lunges,20,8.0,1.0
2025-02-09,Leg Press,66,8.0,1.0
2025-02-09,Leg Press,73,8.0,1.0
2025-02-09,Leg Press,73,8.0,1.0
2025-02-09,Leg Press,79,8.0,1.0
2025-02-09,Prone Leg Curl,18,8.0,1.0
2025-02-09,Prone Leg Curl,27,8.0,1.0
2025-02-09,Prone Leg Curl,27,8.0,1.0
2025-02-09,Leg Extensions,25,8.0,1.0
2025-02-09,Leg Extensions,32,10.0,1.0
2025-02-09,Leg Extensions,39,8.0,1.0
2025-02-09,Leg Extensions,39,8.0,1.0
2025-02-09,Single Leg Press,25,8.0,1.0
2025-02-09,Single Leg Press,25,8.0,1.0
2025-02-09,Standing Calf Raises,20,15.0,1.0
2025-02-09,Standing Calf Raises,20,15.0,1.0
2025-02-09,Standing Calf Raises,20,15.0,1.0
2025-02-18,Dumbbell Bench Press,20,8.0,1.0
2025-02-18,Dumbbell Bench Press,20,8.0,1.0
2025-02-18,Dumbbell Bench Press,20,8.0,1.0
2025-02-18,Dumbbell Bench Press,22,8.0,1.0
2025-02-18,Incline Bench Press,22,8.0,1.0
2025-02-18,Incline Bench Press,18,8.0,1.0
2025-02-18,Incline Bench Press,18,8.0,1.0
2025-02-18,Pectoral Fly'S,52,8.0,1.0
2025-02-18,Pectoral Fly'S,52,8.0,1.0
2025-02-18,Pectoral Fly'S,52,8.0,1.0
2025-02-18,Tricep Pull Downs,5,12.0,1.0
2025-02-18,Tricep Pull Downs,7,12.0,1.0
2025-02-18,Tricep Pull Downs,7,12.0,1.0
2025-02-18,Tricep Pull Downs,5,12.0,1.0
2025-02-21,Deadlifts,60,8.0,1.0
2025-02-21,Deadlifts,70,8.0,1.0
2025-02-21,Deadlifts,80,8.0,1.0
2025-02-21,Deadlifts,80,8.0,1.0
2025-02-21,Lat Pulldown,39,8.0,1.0
2025-02-21,Lat Pulldown,45,8.0,1.0
2025-02-21,Lat Pulldown,45,8.0,1.0
2025-02-21,Lat Pulldown,45,8.0,1.0
2025-02-21,Arm Curls,18,8.0,1.0
2025-02-21,Arm Curls,23,8.0,1.0
2025-02-21,Arm Curls,27,8.0,1.0
2025-02-21,Arm Curls,27,8.0,1.0
2025-02-22,Shoulder Press,10,8.0,1.0
2025-02-22,Shoulder Press,14,8.0,1.0
2025-02-22,Shoulder Press,14,8.0,1.0
2025-02-22,Shoulder Press,14,8.0,1.0
2025-02-22,Shoulder Press,16,8.0,1.0
2025-02-22,Rear Delt Fly,25,8.0,1.0
2025-02-22,Rear Delt Fly,33,8.0,1.0
2025-02-22,Rear Delt Fly,25,20.0,1.0
2025-02-22,Rear Delt Fly,25,20.0,1.0
2025-02-22,Lateral Raises,6,15.0,1.0
2025-02-22,Lateral Raises,6,15.0,1.0
2025-02-22,Lateral Raises,6,15.0,1.0
2025-02-22,Lateral Raises,6,15.0,1.0
2025-02-22,Face Pulls,5,8.0,1.0
2025-02-22,Face Pulls,7,15.0,1.0
2025-02-22,Face Pulls,7,15.0,1.0
2025-02-23,Squats,40,10.0,1.0
2025-02-23,Squats,60,8.0,1.0
2025-02-23,Squats,70,8.0,1.0
2025-02-23,Squats,70,8.0,1.0
2025-02-23,Romanian Deadlifts,40,8.0,1.0
2025-02-23,Romanian Deadlifts,50,8.0,1.0
2025-02-23,Romanian Deadlifts,50,8.0,1.0
2025-02-23,Leg Press,66,8.0,1.0
2025-02-23,Leg Press,73,8.0,1.0
2025-02-23,Leg Press,73,8.0,1.0
2025-02-23,Leg Extensions,25,8.0,1.0
2025-02-23,Leg Extensions,32,10.0,1.0
2025-02-23,Leg Extensions,39,8.0,1.0
2025-02-23,Leg Extensions,39,8.0,1.0
2025-02-23,Standing Calf Raises,50,15.0,1.0
2025-02-23,Standing Calf Raises,50,15.0,1.0
2025-02-23,Standing Calf Raises,50,15.0,1.0
2025-02-26,Bench Press,40,10.0,1.0
2025-02-26,Bench Press,50,8.0,1.0
2025-02-26,Bench Press,55,8.0,1.0
2025-02-26,Incline Bench Press,18,8.0,1.0
2025-02-26,Incline Bench Press,18,8.0,1.0
2025-02-26,Incline Bench Press,20,8.0,1.0
2025-02-26,Pectoral Fly'S,52,8.0,1.0
2025-02-26,Pectoral Fly'S,59,8.0,1.0
2025-02-26,Pectoral Fly'S,59,8.0,1.0
2025-02-26,Tricep Pull Downs,5,12.0,1.0
2025-02-26,Tricep Pull Downs,7,12.0,1.0
2025-02-26,Tricep Pull Downs,7,12.0,1.0
2025-02-26,Tricep Pull Downs,5,12.0,1.0
2025-02-28,Deadlifts,60,8.0,1.0
2025-02-28,Deadlifts,80,8.0,1.0
2025-02-28,Deadlifts,80,8.0,1.0
2025-02-28,Deadlifts,80,8.0,1.0
2025-02-28,Machine Rows,27,8.0,1.0
2025-02-28,Machine Rows,32,8.0,1.0
2025-02-28,Machine Rows,36,8.0,1.0
2025-02-28,Lat Pulldown,39,8.0,1.0
2025-02-28,Lat Pulldown,45,8.0,1.0
2025-02-28,Lat Pulldown,45,8.0,1.0
2025-02-28,Lat Pulldown,45,8.0,1.0
2025-02-28,Lat Pulldown,39,8.0,1.0
2025-02-28,Arm Curls,18,8.0,1.0
2025-02-28,Arm Curls,23,8.0,1.0
2025-02-28,Arm Curls,27,8.0,1.0
2025-02-28,Arm Curls,27,8.0,1.0
2025-03-01,Shoulder Press,10,8.0,1.0
2025-03-01,Shoulder Press,14,8.0,1.0
2025-03-01,Shoulder Press,14,8.0,1.0
2025-03-01,Shoulder Press,16,8.0,1.0
2025-03-01,Shoulder Press,16,8.0,1.0
2025-03-01,Rear Delt Fly,25,8.0,1.0
2025-03-01,Rear Delt Fly,33,8.0,1.0
2025-03-01,Rear Delt Fly,25,20.0,1.0
2025-03-01,Rear Delt Fly,25,20.0,1.0
2025-03-01,Cable Lateral Raises,4,15.0,1.0
2025-03-01,Cable Lateral Raises,4,15.0,1.0
2025-03-01,Cable Lateral Raises,4,15.0,1.0
2024-03-04,Squats,40,10.0,1.0
2024-03-04,Squats,60,8.0,1.0
2024-03-04,Squats,60,8.0,1.0
2024-03-04,Squats,60,8.0,1.0
2024-03-04,Romanian Deadlifts,40,8.0,1.0
2024-03-04,Romanian Deadlifts,50,8.0,1.0
2024-03-04,Romanian Deadlifts,50,8.0,1.0
2024-03-04,Leg Press,66,8.0,1.0
2024-03-04,Leg Press,73,8.0,1.0
2024-03-04,Leg Press,79,8.0,1.0
2024-03-04,Leg Extensions,25,8.0,1.0
2024-03-04,Leg Extensions,32,10.0,1.0
2024-03-04,Leg Extensions,39,8.0,1.0
2024-03-04,Leg Extensions,39,8.0,1.0
2024-03-04,Standing Calf Raises,50,15.0,1.0
2024-03-04,Standing Calf Raises,50,15.0,1.0
2024-03-04,Standing Calf Raises,50,15.0,1.0
2025-03-06,Bench Press,40,10.0,1.0
2025-03-06,Bench Press,50,8.0,1.0
2025-03-06,Bench Press,55,8.0,1.0
2025-03-06,Pectoral Fly'S,52,8.0,1.0
2025-03-06,Pectoral Fly'S,59,8.0,1.0
2025-03-06,Pectoral Fly'S,66,4.0,1.0
2025-03-06,Pectoral Fly'S,59,8.0,1.0
2025-03-06,Tricep Pull Downs,5,12.0,1.0
2025-03-06,Tricep Pull Downs,7,12.0,1.0
2025-03-06,Tricep Pull Downs,7,12.0,1.0
2025-03-06,Tricep Pull Downs,7,12.0,1.0
2025-03-07,Deadlifts,60,8.0,1.0
2025-03-07,Deadlifts,80,8.0,1.0
2025-03-07,Deadlifts,80,8.0,1.0
2025-03-07,Deadlifts,80,8.0,1.0
2025-03-07,Lat Pulldown,39,8.0,1.0
2025-03-07,Lat Pulldown,45,8.0,1.0
2025-03-07,Lat Pulldown,45,8.0,1.0
2025-03-07,Lat Pulldown,45,8.0,1.0
2025-03-07,Lat Pulldown,39,8.0,1.0
2025-03-07,Machine Rows,27,8.0,1.0
2025-03-07,Machine Rows,32,8.0,1.0
2025-03-07,Machine Rows,36,8.0,1.0
2025-03-07,Concentrated Bicep Curls,20,8.0,1.0
2025-03-07,Concentrated Bicep Curls,20,8.0,1.0
2025-03-07,Concentrated Bicep Curls,20,8.0,1.0
2025-03-12,Shoulder Press,10,8.0,1.0
2025-03-12,Shoulder Press,14,8.0,1.0
2025-03-12,Shoulder Press,14,8.0,1.0
2025-03-12,Shoulder Press,16,8.0,1.0
2025-03-12,Shoulder Press,16,8.0,1.0
2025-03-12,Rear Delt Fly,25,8.0,1.0
2025-03-12,Rear Delt Fly,33,8.0,1.0
2025-03-12,Rear Delt Fly,25,20.0,1.0
2025-03-12,Rear Delt Fly,25,20.0,1.0
2025-03-12,Lateral Raises,6,15.0,1.0
2025-03-12,Lateral Raises,6,15.0,1.0
2025-03-12,Lateral Raises,6,15.0,1.0
2025-03-12,Lateral Raises,6,15.0,1.0
2025-03-13,Squats,40,10.0,1.0
2025-03-13,Squats,60,8.0,1.0
2025-03-13,Squats,60,8.0,1.0
